id,normalizacion,protocolo,pliegue,indice_pliegue,modelo,semilla,accuracy,balanced_accuracy,f1_macro,accuracy_espejado,accuracy_val,n_train,n_val,n_test,tiempo_entrenamiento_s,tiempo_prediccion_test_s,epocas,mejor_epoca,dispositivo
59,muneca_escala_rot,lopo,p5,4,logreg,0,0.8160136286201022,0.8068917640827752,0.8003640075699637,0.858603066439523,0.9352112676056338,7956,355,587,0.3580000000074506,0.0005462999688461423,,,cpu
60,muneca_escala_rot,lopo,p1,0,cnn_baseline,1,0.9335664335664335,0.9333962237455941,0.9334339359941652,0.9370629370629371,0.957983193277311,8008,357,572,138.22400129999733,0.005912899971008301,31.0,11.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
61,muneca_escala_rot,lopo,p1,0,mlp,1,0.9388111888111889,0.9383468377999687,0.938713287648735,0.9527972027972028,0.9495798319327731,8008,357,572,108.99136470002122,0.0035666999756358564,27.0,7.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
62,muneca_escala_rot,lopo,p1,0,svm,1,0.916083916083916,0.9157630143587173,0.9161462856258319,0.9335664335664335,0.9495798319327731,8008,357,572,1.1789844000013545,0.03823830001056194,,,cpu
63,muneca_escala_rot,lopo,p1,0,logreg,1,0.8793706293706294,0.8778484780536626,0.878588681846333,0.8863636363636364,0.9355742296918768,8008,357,572,0.3044685000204481,0.0006861999863758683,,,cpu
64,muneca_escala_rot,lopo,p2,1,cnn_baseline,1,0.976068376068376,0.9752933105467668,0.9757093268020774,0.9777777777777777,0.96045197740113,7968,354,585,102.31925010000123,0.006002800015266985,23.0,3.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
65,muneca_escala_rot,lopo,p2,1,mlp,1,0.9777777777777777,0.9770854252421074,0.9773764727199706,0.9743589743589743,0.9661016949152542,7968,354,585,140.79011090000859,0.0035212000366300344,40.0,20.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
66,muneca_escala_rot,lopo,p2,1,svm,1,0.935042735042735,0.9338880520682507,0.93464301011575,0.9487179487179487,0.943502824858757,7968,354,585,1.3449876999948174,0.07477300002938136,,,cpu
67,muneca_escala_rot,lopo,p2,1,logreg,1,0.8888888888888888,0.8883467338892775,0.8868402837312237,0.8512820512820513,0.903954802259887,7968,354,585,0.3082400999846868,0.0004930999712087214,,,cpu
68,muneca_escala_rot,lopo,p3,2,cnn_baseline,1,0.9727891156462585,0.9726649693512727,0.9726632789581661,0.9778911564625851,0.9348441926345609,7960,353,588,93.22330229997169,0.00501530000474304,21.0,1.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
69,muneca_escala_rot,lopo,p3,2,mlp,1,0.9744897959183674,0.9744178937846096,0.9744035264795524,0.9744897959183674,0.9603399433427762,7960,353,588,101.63010120001854,0.003014499961864203,27.0,7.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
70,muneca_escala_rot,lopo,p3,2,svm,1,0.967687074829932,0.9675965879426851,0.967512416249602,0.9710884353741497,0.9518413597733711,7960,353,588,1.3865693000261672,0.03400320000946522,,,cpu
71,muneca_escala_rot,lopo,p3,2,logreg,1,0.9523809523809523,0.9520811240251593,0.9524096940134759,0.9472789115646258,0.9008498583569405,7960,353,588,0.29310010001063347,0.00048160000005736947,,,cpu
72,muneca_escala_rot,lopo,p4,3,cnn_baseline,1,0.9833055091819699,0.9832828282828284,0.9832317713611198,0.9716193656093489,0.9575070821529745,7916,353,599,122.92717699997593,0.0043391999788582325,33.0,13.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
73,muneca_escala_rot,lopo,p4,3,mlp,1,0.9849749582637729,0.9849831649831651,0.984835150037337,0.9782971619365609,0.9603399433427762,7916,353,599,92.75778280000668,0.002360299986321479,34.0,14.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
74,muneca_escala_rot,lopo,p4,3,svm,1,0.9749582637729549,0.9749326599326599,0.9749385724439029,0.9799666110183639,0.9490084985835694,7916,353,599,1.3126527999993414,0.03263789997436106,,,cpu
75,muneca_escala_rot,lopo,p4,3,logreg,1,0.8948247078464107,0.8946632996632996,0.8943217760471347,0.8814691151919867,0.9036827195467422,7916,353,599,0.2342946999706328,0.0004955999902449548,,,cpu
76,muneca_escala_rot,lopo,p5,4,cnn_baseline,1,0.9335604770017035,0.9316744221238604,0.9320531347390689,0.9352640545144804,0.9774647887323944,7956,355,587,72.7944541000179,0.0028809999930672348,22.0,2.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
77,muneca_escala_rot,lopo,p5,4,mlp,1,0.9471890971039182,0.9464497030227367,0.946732301584794,0.938671209540034,0.9830985915492958,7956,355,587,60.41039669996826,0.0024414000217802823,24.0,4.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
78,muneca_escala_rot,lopo,p5,4,svm,1,0.9284497444633731,0.9274310520939736,0.9276456769880245,0.9216354344122658,0.9802816901408451,7956,355,587,1.1060116000007838,0.026916600007098168,,,cpu
79,muneca_escala_rot,lopo,p5,4,logreg,1,0.8262350936967632,0.8167026065902472,0.8077937751726197,0.8603066439522998,0.9323943661971831,7956,355,587,0.22800469998037443,0.00045489997137337923,,,cpu
