clase,precision,recall,f1,soporte
ok,0.9506680369989723,0.9536082474226805,0.9521358723623263,970
paper,0.9609218436873748,0.9706477732793523,0.9657603222557906,988
rock,0.9429175475687104,0.9389473684210526,0.9409282700421941,950
rockandroll,0.9735772357723578,0.9696356275303644,0.9716024340770791,988
scissors,0.9726315789473684,0.9428571428571428,0.9575129533678757,980
thumbsup,0.9475766567754699,0.9716024340770791,0.9594391587381071,986
