clase,precision,recall,f1,soporte
ok,0.9537987679671458,0.9577319587628866,0.9557613168724279,970
paper,0.9585798816568047,0.9838056680161943,0.971028971028971,988
rock,0.9435736677115988,0.9505263157894737,0.9470372312532774,950
rockandroll,0.9846153846153847,0.97165991902834,0.97809475292919,988
scissors,0.9713983050847458,0.9357142857142857,0.9532224532224532,980
thumbsup,0.9559118236472945,0.9675456389452333,0.9616935483870968,986
