clase,precision,recall,f1,soporte
ok,0.8958904109589041,0.8989690721649485,0.8974271012006861,1455
paper,0.9271255060728745,0.9271255060728745,0.9271255060728745,1482
rock,0.8789722785665991,0.9122807017543859,0.8953168044077136,1425
rockandroll,0.9474789915966386,0.9129554655870445,0.9298969072164949,1482
scissors,0.9418515684774292,0.8374149659863945,0.8865682391069499,1470
thumbsup,0.8753817959682346,0.9688979039891819,0.9197689345314506,1479
