clase,precision,recall,f1,soporte
ok,0.9550794747753973,0.949828178694158,0.9524465885596141,1455
paper,0.9545753785385122,0.9784075573549258,0.9663445518160613,1482
rock,0.9434628975265018,0.9368421052631579,0.9401408450704225,1425
rockandroll,0.981532147742818,0.9682860998650472,0.9748641304347826,1482
scissors,0.9621472814865795,0.9510204081632653,0.9565514881970578,1470
thumbsup,0.9512358049432198,0.9628127112914131,0.956989247311828,1479
