clase,precision,recall,f1,soporte
ok,0.9618849618849619,0.9539518900343643,0.9579020013802623,1455
paper,0.951171875,0.9858299595141701,0.9681908548707754,1482
rock,0.9482879105520615,0.952280701754386,0.9502801120448179,1425
rockandroll,0.9889958734525447,0.970310391363023,0.9795640326975477,1482
scissors,0.9703180212014134,0.9340136054421768,0.9518197573656846,1470
thumbsup,0.952443857331572,0.9749830966869506,0.9635816906114266,1479
