real,predicha,n,pct_de_la_clase_real
rock,thumbsup,53,3.719298245614035
thumbsup,rock,40,2.704530087897228
ok,paper,29,1.993127147766323
scissors,ok,20,1.3605442176870748
scissors,paper,20,1.3605442176870748
paper,ok,20,1.349527665317139
ok,scissors,19,1.3058419243986255
rock,ok,16,1.1228070175438596
rockandroll,scissors,15,1.0121457489878543
ok,rock,14,0.9621993127147767
