id,normalizacion,protocolo,pliegue,indice_pliegue,modelo,semilla,accuracy,balanced_accuracy,f1_macro,accuracy_espejado,accuracy_val,n_train,n_val,n_test,tiempo_entrenamiento_s,tiempo_prediccion_test_s,epocas,mejor_epoca,dispositivo
75,ninguna,lopo,p3,2,random_forest,2,0.8894557823129252,0.889477076678844,0.8868995081237169,0.891156462585034,0.8441926345609065,1990,353,588,4.279671800031792,0.04824130004271865,,,cpu
76,ninguna,lopo,p4,3,cnn_baseline,2,0.9549248747913188,0.9549494949494949,0.9547684495955941,0.9515859766277128,0.9546742209631728,1979,353,599,80.01716579997446,0.006026399962138385,66.0,46.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
77,ninguna,lopo,p4,3,mlp,2,0.9766277128547579,0.9766161616161617,0.9764994967736499,0.9732888146911519,0.9291784702549575,1979,353,599,111.48390150000341,0.00348469999153167,104.0,84.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
78,ninguna,lopo,p4,3,svm,2,0.9549248747913188,0.9549158249158248,0.9545830933638942,0.9098497495826378,0.9235127478753541,1979,353,599,1.277455799980089,0.13533790002111346,,,cpu
79,ninguna,lopo,p4,3,random_forest,2,0.9065108514190318,0.9065151515151514,0.9051310659995327,0.8898163606010017,0.8555240793201133,1979,353,599,4.404216900002211,0.07284029998118058,,,cpu
80,ninguna,lopo,p5,4,cnn_baseline,2,0.8807495741056218,0.8794690349184732,0.8763269039443689,0.879045996592845,0.9661971830985916,1989,355,587,82.52083479997236,0.0053943999810144305,69.0,49.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
81,ninguna,lopo,p5,4,mlp,2,0.8671209540034072,0.8667239813869028,0.8572665526759687,0.8739352640545145,0.9746478873239437,1989,355,587,127.61966389999725,0.00375000003259629,119.0,99.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
82,ninguna,lopo,p5,4,svm,2,0.7666098807495741,0.7648165172322475,0.7466194944324235,0.7018739352640545,0.9408450704225352,1989,355,587,1.232986900024116,0.11498040001606569,,,cpu
83,ninguna,lopo,p5,4,random_forest,2,0.6933560477001703,0.6941204176597435,0.6733321190703654,0.6848381601362862,0.9042253521126761,1989,355,587,4.228276400011964,0.0664524000021629,,,cpu
84,muneca,temporal,unico,0,cnn_baseline,0,0.9316628701594533,0.9312056479733077,0.9310664419771882,0.9430523917995444,0.9665551839464883,1754,299,878,44.75667590001831,0.0038722000317648053,43.0,23.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
85,muneca,temporal,unico,0,mlp,0,0.9384965831435079,0.937883917969923,0.9379511217495922,0.9384965831435079,0.9632107023411371,1754,299,878,112.75205909996293,0.004414400027599186,121.0,101.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
86,muneca,temporal,unico,0,svm,0,0.9123006833712984,0.9120859617403121,0.9118972725661431,0.928246013667426,0.959866220735786,1754,299,878,0.6637849999824539,0.15785120002692565,,,cpu
87,muneca,temporal,unico,0,random_forest,0,0.876993166287016,0.8764616556346797,0.8767478112769912,0.8416856492027335,0.9331103678929766,1754,299,878,3.9352463000104763,0.07213819999014959,,,cpu
88,muneca,temporal,unico,0,knn,0,0.8496583143507973,0.8486714498647167,0.8501097683373056,0.784738041002278,0.8929765886287625,1754,299,878,0.009118700050748885,0.09987149998778477,,,cpu
89,muneca,temporal,unico,0,logreg,0,0.9259681093394078,0.9251973141240318,0.9254284340746851,0.9111617312072893,0.9264214046822743,1754,299,878,0.3840057000052184,0.0026150000048801303,,,cpu
90,muneca,temporal,unico,0,cnn_baseline,1,0.9373576309794989,0.9368040881400931,0.9369202702481544,0.929384965831435,0.959866220735786,1754,299,878,38.68971100001363,0.004420500015839934,37.0,17.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
91,muneca,temporal,unico,0,mlp,1,0.9453302961275627,0.944905714946756,0.9449197713591279,0.9419134396355353,0.9698996655518395,1754,299,878,112.7472945000045,0.004056299978401512,121.0,101.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
92,muneca,temporal,unico,0,svm,1,0.9134396355353075,0.9132120878664383,0.9130426115514259,0.9271070615034168,0.959866220735786,1754,299,878,0.980581300042104,0.10354510002071038,,,cpu
93,muneca,temporal,unico,0,random_forest,1,0.878132118451025,0.877331449913532,0.8776836936552562,0.8439635535307517,0.939799331103679,1754,299,878,3.8745435000164434,0.07426359999226406,,,cpu
94,muneca,temporal,unico,0,cnn_baseline,2,0.9328018223234624,0.93231801033567,0.9323944457223158,0.9305239179954442,0.959866220735786,1754,299,878,35.19935579999583,0.005106399999931455,34.0,14.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
95,muneca,temporal,unico,0,mlp,2,0.9419134396355353,0.9414884973936323,0.9415342238930711,0.9396355353075171,0.9698996655518395,1754,299,878,81.17018720001215,0.006905099959112704,87.0,67.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
96,muneca,temporal,unico,0,svm,2,0.9100227790432802,0.9098649907693411,0.9093919847427495,0.9305239179954442,0.959866220735786,1754,299,878,1.0008739000186324,0.1164983999915421,,,cpu
97,muneca,temporal,unico,0,random_forest,2,0.8804100227790432,0.8800321595918743,0.8803232537887492,0.8428246013667426,0.9297658862876255,1754,299,878,3.8826635999721475,0.08674800000153482,,,cpu
98,muneca,lopo,p1,0,cnn_baseline,0,0.9265734265734266,0.9268091256851316,0.9260413272445894,0.9300699300699301,0.957983193277311,2002,357,572,65.69512119999854,0.012482699996326119,55.0,35.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
99,muneca,lopo,p1,0,mlp,0,0.9055944055944056,0.9054168962679254,0.9051355636119786,0.8968531468531469,0.957983193277311,2002,357,572,74.18600009998772,0.0027039999840781093,69.0,49.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
100,muneca,lopo,p1,0,svm,0,0.8741258741258742,0.8736114314898232,0.8740725115632765,0.8793706293706294,0.9215686274509803,2002,357,572,1.074115899973549,0.07379270001547411,,,cpu
101,muneca,lopo,p1,0,random_forest,0,0.7447552447552448,0.7433425402338202,0.7338678915249949,0.75,0.9187675070028011,2002,357,572,4.930920899962075,0.03036839998094365,,,cpu
102,muneca,lopo,p1,0,knn,0,0.6433566433566433,0.6409813410969748,0.6311554928928832,0.6486013986013986,0.9159663865546218,2002,357,572,0.011875500029418617,0.4422204999718815,,,cpu
103,muneca,lopo,p1,0,logreg,0,0.8688811188811189,0.8678842046334552,0.8680022448420722,0.8531468531468531,0.9187675070028011,2002,357,572,0.3662535999901593,0.002185799996368587,,,cpu
104,muneca,lopo,p2,1,cnn_baseline,0,0.9709401709401709,0.9700998353072086,0.9704664354622441,0.9623931623931624,0.9548022598870056,1992,354,585,57.20749379997142,0.0052334999782033265,48.0,28.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
105,muneca,lopo,p2,1,mlp,0,0.9572649572649573,0.9564373158843206,0.9566290473667672,0.9623931623931624,0.9548022598870056,1992,354,585,106.53850010002498,0.0031716999947093427,100.0,80.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
106,muneca,lopo,p2,1,svm,0,0.8307692307692308,0.8300207421602739,0.8378642111245568,0.8239316239316239,0.9463276836158192,1992,354,585,1.4504776999820024,0.0939298999728635,,,cpu
107,muneca,lopo,p2,1,random_forest,0,0.8239316239316239,0.8229397722682439,0.8261365419353858,0.7572649572649572,0.8926553672316384,1992,354,585,5.054761899984442,0.14150769996922463,,,cpu
108,muneca,lopo,p2,1,knn,0,0.7623931623931623,0.7612768470718967,0.7561709557512417,0.7299145299145299,0.8757062146892656,1992,354,585,0.0047435000305995345,0.17363079998176545,,,cpu
109,muneca,lopo,p2,1,logreg,0,0.905982905982906,0.9052676876563998,0.905901407238773,0.905982905982906,0.9209039548022598,1992,354,585,0.33712349995039403,0.0013256999664008617,,,cpu
110,muneca,lopo,p3,2,cnn_baseline,0,0.9506802721088435,0.9503797459835751,0.949523446441773,0.9506802721088435,0.9518413597733711,1990,353,588,65.48159270000178,0.0047830999828875065,55.0,35.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
