real,predicha,n,pct_de_la_clase_real
rock,thumbsup,24,2.526315789473684
thumbsup,rock,19,1.9269776876267748
ok,paper,16,1.6494845360824741
scissors,ok,16,1.6326530612244898
paper,ok,14,1.417004048582996
rock,ok,12,1.263157894736842
scissors,rock,12,1.2244897959183674
ok,rock,10,1.0309278350515463
scissors,paper,10,1.0204081632653061
scissors,rockandroll,10,1.0204081632653061
