real,predicha,n,pct_de_la_clase_real
ok,scissors,18,1.8556701030927836
rock,ok,16,1.6842105263157894
ok,paper,16,1.6494845360824741
scissors,ok,16,1.6326530612244898
thumbsup,rock,15,1.5212981744421907
scissors,paper,14,1.4285714285714286
scissors,rockandroll,11,1.1224489795918366
scissors,rock,10,1.0204081632653061
rock,thumbsup,8,0.8421052631578947
ok,rock,8,0.8247422680412371
