modelo,normalizacion,accuracy,accuracy_espejado,caida_pp
mlp,muneca_escala_rot,0.9648676128830121,0.9659356801403556,-0.10680672573434302
cnn_baseline,muneca_escala_rot,0.9617416141367453,0.9624223935158766,-0.06807793791312466
svm,muneca_escala_rot,0.9535610961424549,0.9537435404438555,-0.0182444301400575
logreg,muneca_escala_rot,0.8925657782387381,0.8961856988356537,-0.3619920596915627
