clase,precision,recall,f1,soporte
ok,0.9528205128205128,0.9577319587628866,0.9552699228791773,970
paper,0.962037962037962,0.9746963562753036,0.9683257918552036,988
rock,0.9465408805031447,0.9505263157894737,0.9485294117647058,950
rockandroll,0.9816326530612245,0.9736842105263158,0.9776422764227642,988
scissors,0.9666319082377477,0.9459183673469388,0.9561629706034038,980
thumbsup,0.9617321248741189,0.9685598377281948,0.965133906013138,986
