real,predicha,n,pct_de_la_clase_real
thumbsup,rock,48,3.2454361054766734
rock,thumbsup,34,2.3859649122807016
ok,paper,29,1.993127147766323
paper,scissors,28,1.8893387314439947
scissors,paper,25,1.7006802721088434
paper,ok,19,1.2820512820512822
scissors,rock,16,1.08843537414966
ok,rock,15,1.0309278350515463
scissors,ok,15,1.0204081632653061
ok,scissors,14,0.9621993127147767
