clase,precision,recall,f1,soporte
ok,0.9539835164835165,0.954639175257732,0.9543112332531776,1455
paper,0.948069241011984,0.9608636977058029,0.9544235924932976,1482
rock,0.9323770491803278,0.9578947368421052,0.944963655244029,1425
rockandroll,0.9889958734525447,0.970310391363023,0.9795640326975477,1482
scissors,0.9721254355400697,0.9489795918367347,0.9604130808950087,1470
thumbsup,0.9608636977058029,0.9628127112914131,0.961837217156366,1479
