clase,precision,recall,f1,soporte
ok,0.9659011830201809,0.9539518900343643,0.9598893499308437,1455
paper,0.9508305647840531,0.9655870445344129,0.9581519919651824,1482
rock,0.934020618556701,0.9536842105263158,0.94375,1425
rockandroll,0.9836289222373806,0.9730094466936572,0.9782903663500678,1482
scissors,0.9561643835616438,0.9496598639455782,0.952901023890785,1470
thumbsup,0.964625850340136,0.9587559161595672,0.9616819260766362,1479
